VFG037288(gb|WP_000603876)	VFC0272)]	 acinetobactin biosynthesis protein BasF - Nutritional/Metabolic factor baumannii ACICU]	Acinetobacter

VFG037286(gb|WP_000603880)	VFC0272)]	 acinetobactin biosynthesis protein BasF - Nutritional/Metabolic factor baumannii AB0057]	Acinetobacter

VFG037289(gb|YP_001085400)	VFC0272)]	 acinetobactin biosynthesis protein BasF - Nutritional/Metabolic factor baumannii ATCC 17978]	Acinetobacter

VFG037292(gb|WP_000603878)	VFC0272)]	 acinetobactin biosynthesis protein BasF - Nutritional/Metabolic factor baumannii BJAB0715]	Acinetobacter

VFG037294(gb|WP_000603864)	VFC0272)]	 acinetobactin biosynthesis protein BasF - Nutritional/Metabolic factor baumannii D1279779]	Acinetobacter

VFG037302(gb|WP_001018264)	VFC0272)]	 aryl carrier protein BasF - Nutritional/Metabolic factor baumannii ACICU]	Acinetobacter

VFG037300(gb|WP_001018265)	VFC0272)]	 aryl carrier protein BasF - Nutritional/Metabolic factor baumannii AB0057]	Acinetobacter

VFG037303(gb|YP_001085401)	VFC0272)]	 aryl carrier protein BasF - Nutritional/Metabolic factor baumannii ATCC 17978]	Acinetobacter

VFG037306(gb|WP_001018266)	VFC0272)]	 aryl carrier protein BasF - Nutritional/Metabolic factor baumannii BJAB0715]	Acinetobacter

VFG037308(gb|WP_001018257)	VFC0272)]	 aryl carrier protein BasF - Nutritional/Metabolic factor baumannii D1279779]	Acinetobacter

VFG037313(gb|WP_000744364)	VFC0272)]	 non-ribosomal peptide synthetase adenylate-forming enzyme of acinetobactin synthesis - Nutritional/Metabolic factor baumannii 1656-2]	Acinetobacter

VFG037314(gb|WP_000744369)	VFC0272)]	 non-ribosomal peptide synthetase adenylate-forming enzyme of acinetobactin synthesis - Nutritional/Metabolic factor baumannii AB0057]	Acinetobacter

VFG037315(gb|WP_000744371)	VFC0272)]	 non-ribosomal peptide synthetase adenylate-forming enzyme of acinetobactin synthesis - Nutritional/Metabolic factor baumannii AB307-0294]	Acinetobacter

VFG037316(gb|WP_000744381)	VFC0272)]	 non-ribosomal peptide synthetase adenylate-forming enzyme of acinetobactin synthesis - Nutritional/Metabolic factor baumannii ACICU]	Acinetobacter

VFG037317(gb|YP_001085402)	VFC0272)]	 non-ribosomal peptide synthetase adenylate-forming enzyme of acinetobactin synthesis - Nutritional/Metabolic factor baumannii ATCC 17978]	Acinetobacter

VFG037320(gb|WP_020753358)	VFC0272)]	 non-ribosomal peptide synthetase adenylate-forming enzyme of acinetobactin synthesis - Nutritional/Metabolic factor baumannii BJAB0715]	Acinetobacter

VFG037322(gb|WP_000744367)	VFC0272)]	 non-ribosomal peptide synthetase adenylate-forming enzyme of acinetobactin synthesis - Nutritional/Metabolic factor baumannii D1279779]	Acinetobacter

VFG037330(gb|WP_001177743)	VFC0272)]	 acinetobactin biosynthesis protein BasD - Nutritional/Metabolic factor baumannii ACICU]	Acinetobacter

VFG037328(gb|WP_001177728)	VFC0272)]	 acinetobactin biosynthesis protein BasD - Nutritional/Metabolic factor baumannii AB0057]	Acinetobacter

VFG037329(gb|WP_001177727)	VFC0272)]	 acinetobactin biosynthesis protein BasD - Nutritional/Metabolic factor baumannii AB307-0294]	Acinetobacter

VFG037331(gb|YP_001085404)	VFC0272)]	 acinetobactin biosynthesis protein BasD - Nutritional/Metabolic factor baumannii ATCC 17978]	Acinetobacter

VFG037333(gb|WP_138140467)	VFC0272)]	 acinetobactin biosynthesis protein BasD - Nutritional/Metabolic factor baumannii BJAB07104]	Acinetobacter

VFG037334(gb|WP_086225834)	VFC0272)]	 acinetobactin biosynthesis protein BasD - Nutritional/Metabolic factor baumannii BJAB0715]	Acinetobacter

VFG037336(gb|WP_001177738)	VFC0272)]	 acinetobactin biosynthesis protein BasD - Nutritional/Metabolic factor baumannii D1279779]	Acinetobacter

VFG037339(gb|YP_005799710)	VFC0272)]	 acinetobactin biosynthesis protein BasD - Nutritional/Metabolic factor baumannii TCDC-AB0715]	Acinetobacter

VFG037344(gb|WP_000717759)	VFC0272)]	 acinetobactin biosynthesis protein BasC - Nutritional/Metabolic factor baumannii ACICU]	Acinetobacter

VFG037342(gb|WP_000717756)	VFC0272)]	 acinetobactin biosynthesis protein BasC - Nutritional/Metabolic factor baumannii AB0057]	Acinetobacter

VFG037345(gb|YP_001085405)	VFC0272)]	 acinetobactin biosynthesis protein BasC - Nutritional/Metabolic factor baumannii ATCC 17978]	Acinetobacter

VFG037348(gb|WP_000717757)	VFC0272)]	 acinetobactin biosynthesis protein BasC - Nutritional/Metabolic factor baumannii BJAB0715]	Acinetobacter

VFG037350(gb|WP_000717753)	VFC0272)]	 acinetobactin biosynthesis protein BasC - Nutritional/Metabolic factor baumannii D1279779]	Acinetobacter

VFG037355(gb|WP_001073031)	VFC0272)]	 TonB-dependent siderophore receptor BauA - Nutritional/Metabolic factor baumannii 1656-2]	Acinetobacter

VFG037356(gb|WP_001016286)	VFC0272)]	 TonB-dependent siderophore receptor BauA - Nutritional/Metabolic factor baumannii AB0057]	Acinetobacter

VFG037357(gb|WP_001016285)	VFC0272)]	 TonB-dependent siderophore receptor BauA - Nutritional/Metabolic factor baumannii AB307-0294]	Acinetobacter

VFG037358(gb|WP_001073030)	VFC0272)]	 TonB-dependent siderophore receptor BauA - Nutritional/Metabolic factor baumannii ACICU]	Acinetobacter

VFG037359(gb|YP_001085406)	VFC0272)]	 TonB-dependent siderophore receptor BauA - Nutritional/Metabolic factor baumannii ATCC 17978]	Acinetobacter

VFG037362(gb|WP_020753359)	VFC0272)]	 TonB-dependent siderophore receptor BauA - Nutritional/Metabolic factor baumannii BJAB0715]	Acinetobacter

VFG037364(gb|WP_043961076)	VFC0272)]	 TonB-dependent siderophore receptor BauA - Nutritional/Metabolic factor baumannii D1279779]	Acinetobacter

VFG037372(gb|WP_001104139)	VFC0272)]	 ferric siderophore ABC transporter, periplasmic siderophore-binding protein - Nutritional/Metabolic factor baumannii ACICU]	Acinetobacter

VFG037370(gb|WP_001104131)	VFC0272)]	 ferric siderophore ABC transporter, periplasmic siderophore-binding protein - Nutritional/Metabolic factor baumannii AB0057]	Acinetobacter

VFG037373(gb|YP_001085407)	VFC0272)]	 ferric siderophore ABC transporter, periplasmic siderophore-binding protein - Nutritional/Metabolic factor baumannii ATCC 17978]	Acinetobacter

VFG037376(gb|WP_001104132)	VFC0272)]	 ferric siderophore ABC transporter, periplasmic siderophore-binding protein - Nutritional/Metabolic factor baumannii BJAB0715]	Acinetobacter

VFG037386(gb|WP_000582115)	VFC0272)]	 ferric siderophore ABC transporter, ATP-binding protein BauE - Nutritional/Metabolic factor baumannii ACICU]	Acinetobacter

VFG037384(gb|WP_000582117)	VFC0272)]	 ferric siderophore ABC transporter, ATP-binding protein BauE - Nutritional/Metabolic factor baumannii AB0057]	Acinetobacter

VFG037387(gb|YP_001085408)	VFC0272)]	 ferric siderophore ABC transporter, ATP-binding protein BauE - Nutritional/Metabolic factor baumannii ATCC 17978]	Acinetobacter

VFG037390(gb|WP_000582116)	VFC0272)]	 ferric siderophore ABC transporter, ATP-binding protein BauE - Nutritional/Metabolic factor baumannii BJAB0715]	Acinetobacter

VFG037392(gb|WP_000582124)	VFC0272)]	 ferric siderophore ABC transporter, ATP-binding protein BauE - Nutritional/Metabolic factor baumannii D1279779]	Acinetobacter

VFG037395(gb|YP_005799714)	VFC0272)]	 ferric siderophore ABC transporter, ATP-binding protein BauE - Nutritional/Metabolic factor baumannii TCDC-AB0715]	Acinetobacter

VFG037400(gb|WP_001223274)	VFC0272)]	 ferric siderophore ABC transporter, permease protein BauC - Nutritional/Metabolic factor baumannii ACICU]	Acinetobacter

VFG037398(gb|WP_001223285)	VFC0272)]	 ferric siderophore ABC transporter, permease protein BauC - Nutritional/Metabolic factor baumannii AB0057]	Acinetobacter

VFG037401(gb|YP_001085409)	VFC0272)]	 ferric siderophore ABC transporter, permease protein BauC - Nutritional/Metabolic factor baumannii ATCC 17978]	Acinetobacter

VFG037404(gb|WP_001223271)	VFC0272)]	 ferric siderophore ABC transporter, permease protein BauC - Nutritional/Metabolic factor baumannii BJAB0715]	Acinetobacter

VFG037406(gb|WP_001223281)	VFC0272)]	 ferric siderophore ABC transporter, permease protein BauC - Nutritional/Metabolic factor baumannii D1279779]	Acinetobacter

VFG037411(gb|WP_001210787)	VFC0272)]	 ferric siderophore ABC transporter, permease protein BauD - Nutritional/Metabolic factor baumannii 1656-2]	Acinetobacter

VFG037412(gb|WP_001210792)	VFC0272)]	 ferric siderophore ABC transporter, permease protein BauD - Nutritional/Metabolic factor baumannii AB0057]	Acinetobacter

VFG037414(gb|WP_012391956)	VFC0272)]	 ferric siderophore ABC transporter, permease protein BauD - Nutritional/Metabolic factor baumannii ACICU]	Acinetobacter

VFG037415(gb|YP_001085410)	VFC0272)]	 ferric siderophore ABC transporter, permease protein BauD - Nutritional/Metabolic factor baumannii ATCC 17978]	Acinetobacter

VFG037417(gb|WP_085916975)	VFC0272)]	 ferric siderophore ABC transporter, permease protein BauD - Nutritional/Metabolic factor baumannii BJAB07104]	Acinetobacter

VFG037418(gb|WP_020753360)	VFC0272)]	 ferric siderophore ABC transporter, permease protein BauD - Nutritional/Metabolic factor baumannii BJAB0715]	Acinetobacter

VFG037428(gb|WP_000939834)	VFC0272)]	 non-ribosomal peptide synthetase with condensation and peptidyl carrier protein domains - Nutritional/Metabolic factor baumannii ACICU]	Acinetobacter

VFG037426(gb|WP_085920665)	VFC0272)]	 non-ribosomal peptide synthetase with condensation and peptidyl carrier protein domains - Nutritional/Metabolic factor baumannii AB0057]	Acinetobacter

VFG037429(gb|YP_001085411)	VFC0272)]	 non-ribosomal peptide synthetase with condensation and peptidyl carrier protein domains - Nutritional/Metabolic factor baumannii ATCC 17978]	Acinetobacter

VFG037432(gb|WP_139161446)	VFC0272)]	 non-ribosomal peptide synthetase with condensation and peptidyl carrier protein domains - Nutritional/Metabolic factor baumannii BJAB0715]	Acinetobacter

VFG037434(gb|WP_000939848)	VFC0272)]	 non-ribosomal peptide synthetase with condensation and peptidyl carrier protein domains - Nutritional/Metabolic factor baumannii D1279779]	Acinetobacter

VFG037442(gb|WP_000910253)	VFC0272)]	 acinetobactin biosynthesis protein - Nutritional/Metabolic factor baumannii ACICU]	Acinetobacter

VFG037440(gb|WP_000910246)	VFC0272)]	 acinetobactin biosynthesis protein - Nutritional/Metabolic factor baumannii AB0057]	Acinetobacter

VFG037443(gb|YP_001085412)	VFC0272)]	 acinetobactin biosynthesis protein - Nutritional/Metabolic factor baumannii ATCC 17978]	Acinetobacter

VFG037446(gb|WP_000910243)	VFC0272)]	 acinetobactin biosynthesis protein - Nutritional/Metabolic factor baumannii BJAB0715]	Acinetobacter

VFG037448(gb|WP_000910262)	VFC0272)]	 acinetobactin biosynthesis protein - Nutritional/Metabolic factor baumannii D1279779]	Acinetobacter

VFG037456(gb|WP_000160878)	VFC0272)]	 siderophore-interacting protein - Nutritional/Metabolic factor baumannii ACICU]	Acinetobacter

VFG037454(gb|WP_000160888)	VFC0272)]	 siderophore-interacting protein - Nutritional/Metabolic factor baumannii AB0057]	Acinetobacter

VFG037457(gb|YP_001085413)	VFC0272)]	 siderophore-interacting protein - Nutritional/Metabolic factor baumannii ATCC 17978]	Acinetobacter

VFG037460(gb|WP_000160884)	VFC0272)]	 siderophore-interacting protein - Nutritional/Metabolic factor baumannii BJAB0715]	Acinetobacter

VFG037462(gb|WP_000160883)	VFC0272)]	 siderophore-interacting protein - Nutritional/Metabolic factor baumannii D1279779]	Acinetobacter

VFG037467(gb|WP_001105559)	VFC0272)]	 LysR family transcriptional regulator cluster - Nutritional/Metabolic factor baumannii 1656-2]	Acinetobacter

VFG037468(gb|WP_001105542)	VFC0272)]	 LysR family transcriptional regulator cluster - Nutritional/Metabolic factor baumannii AB0057]	Acinetobacter

VFG037470(gb|WP_001105554)	VFC0272)]	 LysR family transcriptional regulator cluster - Nutritional/Metabolic factor baumannii ACICU]	Acinetobacter

VFG037471(gb|YP_001083951)	VFC0272)]	 transcriptional regulator cluster - Nutritional/Metabolic factor baumannii ATCC 17978]	Acinetobacter

VFG037474(gb|WP_001105562)	VFC0272)]	 LysR family transcriptional regulator cluster - Nutritional/Metabolic factor baumannii BJAB0715]	Acinetobacter

VFG037476(gb|WP_001105546)	VFC0272)]	 LysR family transcriptional regulator cluster - Nutritional/Metabolic factor baumannii D1279779]	Acinetobacter

VFG037478(gb|WP_001105560)	VFC0272)]	 LysR family transcriptional regulator cluster - Nutritional/Metabolic factor baumannii MDR-ZJ06]	Acinetobacter

VFG037481(gb|WP_014538316)	VFC0272)]	 sigma-70 family RNA polymerase sigma factor cluster - Nutritional/Metabolic factor baumannii AB0057]	Acinetobacter

VFG037482(gb|WP_004748062)	VFC0272)]	 sigma-70 family RNA polymerase sigma factor cluster - Nutritional/Metabolic factor baumannii ACICU]	Acinetobacter

VFG037483(gb|WP_002036559)	VFC0272)]	 sigma-70 family RNA polymerase sigma factor cluster - Nutritional/Metabolic factor baumannii BJAB0715]	Acinetobacter

VFG037486(gb|WP_134815916)	VFC0272)]	 sigma-70 family RNA polymerase sigma factor cluster - Nutritional/Metabolic factor baumannii SDF]	Acinetobacter

VFG037489(gb|WP_001240502)	VFC0272)]	 FecR domain-containing protein cluster - Nutritional/Metabolic factor baumannii AB0057]	Acinetobacter

VFG037490(gb|WP_001240499)	VFC0272)]	 FecR domain-containing protein cluster - Nutritional/Metabolic factor baumannii ACICU]	Acinetobacter

VFG037491(gb|WP_001240501)	VFC0272)]	 FecR domain-containing protein cluster - Nutritional/Metabolic factor baumannii BJAB0715]	Acinetobacter

VFG037496(gb|WP_085920715)	VFC0272)]	 TonB-dependent receptor cluster - Nutritional/Metabolic factor baumannii AB0057]	Acinetobacter

VFG037497(gb|WP_085947929)	VFC0272)]	 TonB-dependent receptor cluster - Nutritional/Metabolic factor baumannii ACICU]	Acinetobacter

VFG037498(gb|WP_086378951)	VFC0272)]	 TonB-dependent receptor cluster - Nutritional/Metabolic factor baumannii BJAB0715]	Acinetobacter

VFG037499(gb|WP_099959819)	VFC0272)]	 TonB-dependent receptor cluster - Nutritional/Metabolic factor baumannii BJAB0868]	Acinetobacter

VFG037501(gb|WP_134815915)	VFC0272)]	 TonB-dependent receptor cluster - Nutritional/Metabolic factor baumannii SDF]	Acinetobacter

VFG037502(gb|YP_005797900)	VFC0272)]	 hypothetical protein cluster - Nutritional/Metabolic factor baumannii TCDC-AB0715]	Acinetobacter

VFG037503(gb|WP_086222635)	VFC0272)]	 TonB-dependent receptor cluster - Nutritional/Metabolic factor baumannii TYTH-1]	Acinetobacter

VFG037504(gb|WP_001991318)	VFC0272)]	 transferrin-binding protein-like solute binding protein cluster - Nutritional/Metabolic factor baumannii AB0057]	Acinetobacter

VFG037505(gb|WP_002002089)	VFC0272)]	 transferrin-binding protein-like solute binding protein cluster - Nutritional/Metabolic factor baumannii ACICU]	Acinetobacter

VFG037506(gb|WP_002004304)	VFC0272)]	 transferrin-binding protein-like solute binding protein cluster - Nutritional/Metabolic factor baumannii BJAB0715]	Acinetobacter

VFG037509(gb|WP_012297258)	VFC0272)]	 transferrin-binding protein-like solute binding protein cluster - Nutritional/Metabolic factor baumannii SDF]	Acinetobacter

VFG037512(gb|WP_079740461)	VFC0272)]	 porin family protein cluster - Nutritional/Metabolic factor baumannii AB0057]	Acinetobacter

VFG037513(gb|WP_085947930)	VFC0272)]	 porin family protein cluster - Nutritional/Metabolic factor baumannii ACICU]	Acinetobacter

VFG037514(gb|WP_086225839)	VFC0272)]	 porin family protein cluster - Nutritional/Metabolic factor baumannii BJAB0715]	Acinetobacter

VFG037517(gb|WP_134815976)	VFC0272)]	 porin family protein cluster - Nutritional/Metabolic factor baumannii SDF]	Acinetobacter

VFG037518(gb|YP_005797902)	VFC0272)]	 hypothetical protein cluster - Nutritional/Metabolic factor baumannii TCDC-AB0715]	Acinetobacter

VFG037520(gb|WP_000837763)	VFC0272)]	 energy transducer TonB cluster - Nutritional/Metabolic factor baumannii AB0057]	Acinetobacter

VFG037521(gb|WP_000837764)	VFC0272)]	 TonB family protein cluster - Nutritional/Metabolic factor baumannii ACICU]	Acinetobacter

VFG037522(gb|WP_000837760)	VFC0272)]	 energy transducer TonB cluster - Nutritional/Metabolic factor baumannii BJAB0715]	Acinetobacter

VFG037525(gb|WP_000837758)	VFC0272)]	 energy transducer TonB cluster - Nutritional/Metabolic factor baumannii SDF]	Acinetobacter

VFG037528(gb|WP_002000381)	VFC0272)]	 biliverdin-producing heme oxygenase cluster - Nutritional/Metabolic factor baumannii AB0057]	Acinetobacter

VFG037529(gb|WP_002062720)	VFC0272)]	 biliverdin-producing heme oxygenase cluster - Nutritional/Metabolic factor baumannii ACICU]	Acinetobacter

VFG037530(gb|WP_002036588)	VFC0272)]	 biliverdin-producing heme oxygenase cluster - Nutritional/Metabolic factor baumannii BJAB0715]	Acinetobacter

VFG037533(gb|WP_012297256)	VFC0272)]	 biliverdin-producing heme oxygenase cluster - Nutritional/Metabolic factor baumannii SDF]	Acinetobacter

VFG037537(gb|WP_000359621)	VFC0272)]	 YbaN family protein cluster - Nutritional/Metabolic factor baumannii ACICU]	Acinetobacter

VFG037538(gb|WP_000359624)	VFC0272)]	 YbaN family protein cluster - Nutritional/Metabolic factor baumannii BJAB0715]	Acinetobacter

VFG037541(gb|WP_000359625)	VFC0272)]	 YbaN family protein cluster - Nutritional/Metabolic factor baumannii SDF]	Acinetobacter

VFG037544(gb|WP_000061141)	VFC0272)]	 hypothetical protein cluster - Nutritional/Metabolic factor baumannii 1656-2]	Acinetobacter

VFG037547(gb|WP_000061137)	VFC0272)]	 hypothetical protein cluster - Nutritional/Metabolic factor baumannii ACICU]	Acinetobacter

VFG037546(gb|WP_000061139)	VFC0272)]	 hypothetical protein cluster - Nutritional/Metabolic factor baumannii AB307-0294]	Acinetobacter

VFG037550(gb|WP_000061140)	VFC0272)]	 hypothetical protein cluster - Nutritional/Metabolic factor baumannii BJAB0715]	Acinetobacter

VFG037552(gb|WP_000061136)	VFC0272)]	 hypothetical protein cluster - Nutritional/Metabolic factor baumannii D1279779]	Acinetobacter

VFG037560(gb|WP_000790104)	VFC0271)]	 Csu pilus major pilin subunit CsuA/B fimbriae - Biofilm baumannii ACICU]	Acinetobacter

VFG037561(gb|YP_001085247)	VFC0271)]	 Csu pilus major pilin subunit CsuA/B fimbriae - Biofilm baumannii ATCC 17978]	Acinetobacter

VFG037568(gb|YP_005799494)	VFC0271)]	 Csu pilus major pilin subunit CsuA/B fimbriae - Biofilm baumannii TCDC-AB0715]	Acinetobacter

VFG037570(gb|WP_000576999)	VFC0271)]	 Csu pilus subunit CsuA fimbriae - Biofilm baumannii 1656-2]	Acinetobacter

VFG037571(gb|WP_000577009)	VFC0271)]	 Csu pilus subunit CsuA fimbriae - Biofilm baumannii AB0057]	Acinetobacter

VFG037574(gb|YP_001085246)	VFC0271)]	 Csu pilus subunit CsuA fimbriae - Biofilm baumannii ATCC 17978]	Acinetobacter

VFG037577(gb|WP_020753328)	VFC0271)]	 Csu pilus subunit CsuA fimbriae - Biofilm baumannii BJAB0715]	Acinetobacter

VFG037579(gb|WP_000577005)	VFC0271)]	 Csu pilus subunit CsuA fimbriae - Biofilm baumannii D1279779]	Acinetobacter

VFG037586(gb|WP_000876480)	VFC0271)]	 Csu pilus subunit CsuB fimbriae - Biofilm baumannii ACICU]	Acinetobacter

VFG037584(gb|WP_000876475)	VFC0271)]	 Csu pilus subunit CsuB fimbriae - Biofilm baumannii AB0057]	Acinetobacter

VFG037587(gb|YP_001085245)	VFC0271)]	 Csu pilus subunit CsuB fimbriae - Biofilm baumannii ATCC 17978]	Acinetobacter

VFG037590(gb|WP_020753327)	VFC0271)]	 Csu pilus subunit CsuB fimbriae - Biofilm baumannii BJAB0715]	Acinetobacter

